0 Branching ratio for H2S       Total        1 branches    
Lambda          Total          SH/H
3455.82         1.33E-21        0.00E+00
3456.32         3.65E-21        0.00E+00
3456.81         4.33E-21        0.00E+00
3457.31         4.57E-21        0.00E+00
3457.81         1.41E-20        0.00E+00
3458.30         7.22E-21        0.00E+00
3458.80         3.82E-21        0.00E+00
3459.29         1.45E-21        0.00E+00
3459.79         2.05E-21        0.00E+00
3460.28         4.26E-21        0.00E+00
3460.78         4.21E-21        0.00E+00
3461.28         1.03E-20        0.00E+00
3461.77         1.26E-21        0.00E+00
3462.27         5.53E-21        0.00E+00
3462.76         7.03E-21        0.00E+00
3463.26         1.35E-20        0.00E+00
3463.75         1.52E-20        0.00E+00
3464.25         1.39E-20        0.00E+00
3464.74         9.67E-21        0.00E+00
3465.24         1.31E-21        0.00E+00
3465.74         3.26E-22        0.00E+00
3466.23         5.29E-21        0.00E+00
3466.73         5.65E-22        0.00E+00
3467.22         9.86E-22        0.00E+00
3467.72         6.44E-21        0.00E+00
3468.21         4.60E-21        0.00E+00
3468.71         1.17E-20        0.00E+00
3469.20         1.56E-20        0.00E+00
3469.70         4.54E-21        0.00E+00
3470.20         2.68E-21        0.00E+00
3470.69         3.92E-21        0.00E+00
3471.19         4.75E-21        0.00E+00
3471.68         3.22E-21        0.00E+00
3472.18         2.71E-21        0.00E+00
3472.67         6.02E-21        0.00E+00
3473.17         1.30E-20        0.00E+00
3473.67         1.77E-21        0.00E+00
3474.16         1.68E-21        0.00E+00
3474.66         7.43E-21        0.00E+00
3475.15         1.79E-21        0.00E+00
3475.65         1.27E-21        0.00E+00
3476.14         1.88E-20        0.00E+00
3476.64         3.12E-21        0.00E+00
3477.13         1.43E-21        0.00E+00
3477.63         1.42E-21        0.00E+00
3478.13         1.16E-20        0.00E+00
3478.62         3.58E-21        0.00E+00
3479.12         3.32E-20        0.00E+00
3479.61         7.84E-21        0.00E+00
3480.11         1.35E-21        0.00E+00
3480.60         2.44E-21        0.00E+00
3481.10         3.02E-21        0.00E+00
3481.59         2.12E-21        0.00E+00
3482.09         2.27E-21        0.00E+00
3482.59         4.98E-22        0.00E+00
3483.08         3.60E-21        0.00E+00
3483.58         1.41E-21        0.00E+00
3484.07         3.58E-21        0.00E+00
3484.57         1.30E-21        0.00E+00
3485.06         6.27E-21        0.00E+00
3485.56         2.46E-21        0.00E+00
3486.06         3.44E-21        0.00E+00
3486.55         8.21E-22        0.00E+00
3487.05         6.97E-21        0.00E+00
3487.54         4.50E-21        0.00E+00
3488.04         1.81E-21        0.00E+00
3488.53         2.44E-21        0.00E+00
3489.03         2.44E-21        0.00E+00
3489.52         3.35E-21        0.00E+00
3490.02         2.24E-21        0.00E+00
3490.52         6.91E-21        0.00E+00
3491.01         5.26E-21        0.00E+00
3491.51         1.27E-21        0.00E+00
3492.00         9.03E-22        0.00E+00
3492.50         5.34E-21        0.00E+00
3492.99         5.56E-22        0.00E+00
3493.49         5.98E-21        0.00E+00
3493.99         1.20E-21        0.00E+00
3494.48         1.55E-21        0.00E+00
3494.98         4.67E-21        0.00E+00
3495.47         1.57E-21        0.00E+00
3495.97         3.15E-21        0.00E+00
3496.46         5.46E-21        0.00E+00
3496.96         1.78E-21        0.00E+00
3497.45         3.34E-21        0.00E+00
3497.95         2.84E-21        0.00E+00
3498.45         6.93E-21        0.00E+00
3498.94         1.62E-21        0.00E+00
3499.44         2.17E-21        0.00E+00
3499.93         8.70E-22        0.00E+00
3500.43         2.60E-21        0.00E+00
3500.92         2.12E-21        0.00E+00
3501.42         3.98E-21        0.00E+00
3501.91         3.61E-21        0.00E+00
3502.41         1.17E-21        0.00E+00
3502.91         2.71E-21        0.00E+00
3503.40         6.72E-22        0.00E+00
3503.90         7.28E-21        0.00E+00
3504.39         2.66E-21        0.00E+00
3504.89         1.50E-21        0.00E+00
3505.38         4.89E-21        0.00E+00
3505.88         2.36E-21        0.00E+00
3506.38         1.61E-21        0.00E+00
3506.87         3.29E-21        0.00E+00
3507.37         1.23E-21        0.00E+00
3507.86         7.03E-22        0.00E+00
3508.36         1.88E-21        0.00E+00
3508.85         1.31E-21        0.00E+00
3509.35         1.16E-21        0.00E+00
3509.84         7.58E-21        0.00E+00
3510.34         2.86E-21        0.00E+00
3510.84         2.87E-21        0.00E+00
3511.33         3.87E-21        0.00E+00
3511.83         5.08E-21        0.00E+00
3512.32         2.96E-21        0.00E+00
3512.82         9.83E-22        0.00E+00
3513.31         5.74E-21        0.00E+00
3513.81         7.38E-21        0.00E+00
3514.31         2.39E-21        0.00E+00
3514.80         8.72E-22        0.00E+00
3515.30         4.46E-22        0.00E+00
3515.79         1.43E-21        0.00E+00
3516.29         6.97E-21        0.00E+00
3516.78         1.72E-21        0.00E+00
3517.28         7.58E-22        0.00E+00
3517.77         3.02E-21        0.00E+00
3518.27         3.22E-21        0.00E+00
3518.77         4.73E-21        0.00E+00
3519.26         3.42E-21        0.00E+00
3519.76         5.91E-21        0.00E+00
3520.25         4.92E-21        0.00E+00
3520.75         1.99E-21        0.00E+00
3521.24         1.77E-20        0.00E+00
3521.74         4.76E-21        0.00E+00
3522.23         3.68E-21        0.00E+00
3522.73         1.21E-21        0.00E+00
3523.23         2.43E-21        0.00E+00
3523.72         2.54E-21        0.00E+00
3524.22         3.69E-21        0.00E+00
3524.71         6.26E-21        0.00E+00
3525.21         7.53E-21        0.00E+00
3525.70         1.21E-20        0.00E+00
3526.20         1.08E-21        0.00E+00
3526.70         9.80E-21        0.00E+00
3527.19         1.77E-21        0.00E+00
3527.69         1.90E-21        0.00E+00
3528.18         3.99E-21        0.00E+00
3528.68         5.53E-21        0.00E+00
3529.17         5.97E-21        0.00E+00
3529.67         3.60E-21        0.00E+00
3530.16         4.64E-21        0.00E+00
3530.66         4.92E-21        0.00E+00
3531.16         8.52E-21        0.00E+00
3531.65         5.39E-21        0.00E+00
3532.15         5.27E-21        0.00E+00
3532.64         3.43E-21        0.00E+00
3533.14         2.73E-21        0.00E+00
3533.63         8.41E-21        0.00E+00
3534.13         7.21E-22        0.00E+00
3534.62         2.57E-21        0.00E+00
3535.12         5.31E-21        0.00E+00
3535.62         1.07E-20        0.00E+00
3536.11         2.02E-21        0.00E+00
3536.61         8.59E-21        0.00E+00
3537.10         5.93E-22        0.00E+00
3537.60         5.63E-21        0.00E+00
3538.09         5.56E-21        0.00E+00
3538.59         1.30E-21        0.00E+00
3539.09         2.83E-21        0.00E+00
3539.58         6.70E-21        0.00E+00
3540.08         5.02E-21        0.00E+00
3540.57         1.80E-21        0.00E+00
3541.07         7.15E-21        0.00E+00
3541.56         3.22E-21        0.00E+00
3542.06         1.14E-20        0.00E+00
3542.55         7.34E-21        0.00E+00
3543.05         2.87E-21        0.00E+00
3543.55         2.47E-21        0.00E+00
3544.04         5.86E-21        0.00E+00
3544.54         6.55E-21        0.00E+00
3545.03         6.17E-21        0.00E+00
3545.53         1.17E-20        0.00E+00
3546.02         1.02E-20        0.00E+00
3546.52         8.84E-21        0.00E+00
3547.02         5.12E-21        0.00E+00
3547.51         5.14E-21        0.00E+00
3548.01         5.82E-21        0.00E+00
3548.50         9.27E-21        0.00E+00
3549.00         5.19E-21        0.00E+00
3549.49         7.33E-21        0.00E+00
3549.99         1.34E-20        0.00E+00
3550.48         1.17E-20        0.00E+00
3550.98         3.10E-21        0.00E+00
3551.48         5.01E-21        0.00E+00
3551.97         7.53E-21        0.00E+00
3552.47         9.04E-21        0.00E+00
3552.96         1.20E-20        0.00E+00
3553.46         8.65E-21        0.00E+00
3553.95         8.35E-21        0.00E+00
3554.45         8.47E-21        0.00E+00
3554.94         8.25E-21        0.00E+00
3555.44         5.08E-21        0.00E+00
3555.94         6.15E-21        0.00E+00
3556.43         9.24E-21        0.00E+00
3556.93         8.85E-21        0.00E+00
3557.42         6.94E-21        0.00E+00
3557.92         1.16E-21        0.00E+00
3558.41         7.43E-21        0.00E+00
3558.91         4.94E-21        0.00E+00
3559.41         6.64E-21        0.00E+00
3559.90         5.09E-21        0.00E+00
3560.40         7.91E-21        0.00E+00
3560.89         6.10E-21        0.00E+00
3561.39         2.68E-21        0.00E+00
3561.88         2.77E-21        0.00E+00
3562.38         8.38E-21        0.00E+00
3562.87         9.95E-21        0.00E+00
3563.37         4.50E-21        0.00E+00
3563.87         8.56E-21        0.00E+00
3564.36         5.69E-21        0.00E+00
3564.86         1.01E-20        0.00E+00
3565.35         7.42E-21        0.00E+00
3565.85         2.58E-21        0.00E+00
3566.34         3.02E-21        0.00E+00
3566.84         3.98E-21        0.00E+00
3567.33         1.24E-20        0.00E+00
3567.83         2.95E-21        0.00E+00
3568.33         8.00E-21        0.00E+00
3568.82         1.16E-20        0.00E+00
3569.32         2.29E-21        0.00E+00
3569.81         1.07E-20        0.00E+00
3570.31         2.25E-21        0.00E+00
3570.80         2.97E-21        0.00E+00
3571.30         4.62E-21        0.00E+00
3571.80         4.69E-22        0.00E+00
3572.29         8.36E-21        0.00E+00
3572.79         3.75E-21        0.00E+00
3573.28         1.06E-21        0.00E+00
3573.78         3.29E-21        0.00E+00
3574.27         1.28E-20        0.00E+00
3574.77         8.54E-21        0.00E+00
3575.26         3.07E-21        0.00E+00
3575.76         8.15E-21        0.00E+00
3576.26         3.84E-21        0.00E+00
3576.75         9.68E-21        0.00E+00
3577.25         5.85E-22        0.00E+00
3577.74         9.74E-21        0.00E+00
3578.24         5.52E-21        0.00E+00
3578.73         7.01E-21        0.00E+00
3579.23         3.06E-21        0.00E+00
3579.73         1.38E-20        0.00E+00
3580.22         6.49E-21        0.00E+00
3580.72         4.02E-21        0.00E+00
3581.21         1.23E-20        0.00E+00
3581.71         2.28E-21        0.00E+00
3582.20         2.97E-21        0.00E+00
3582.70         9.59E-21        0.00E+00
3583.19         4.21E-21        0.00E+00
3583.69         1.94E-21        0.00E+00
3584.19         8.84E-21        0.00E+00
3584.68         4.74E-21        0.00E+00
3585.18         8.45E-21        0.00E+00
3585.67         1.42E-20        0.00E+00
3586.17         4.12E-21        0.00E+00
3586.66         3.34E-21        0.00E+00
3587.16         5.49E-21        0.00E+00
3587.65         5.74E-21        0.00E+00
3588.15         7.60E-21        0.00E+00
3588.65         1.67E-21        0.00E+00
3589.14         1.18E-20        0.00E+00
3589.64         9.59E-21        0.00E+00
3590.13         1.72E-21        0.00E+00
3590.63         5.45E-21        0.00E+00
3591.12         1.31E-20        0.00E+00
3591.62         1.15E-20        0.00E+00
3592.12         5.82E-21        0.00E+00
3592.61         8.30E-22        0.00E+00
3593.11         7.75E-21        0.00E+00
3593.60         7.94E-21        0.00E+00
3594.10         1.81E-20        0.00E+00
3594.59         8.59E-21        0.00E+00
3595.09         2.76E-21        0.00E+00
3595.58         6.31E-21        0.00E+00
3596.08         1.57E-20        0.00E+00
3596.58         1.16E-20        0.00E+00
3597.07         1.80E-21        0.00E+00
3597.57         2.19E-21        0.00E+00
3598.06         1.09E-20        0.00E+00
3598.56         5.64E-21        0.00E+00
3599.05         6.40E-21        0.00E+00
3599.55         6.67E-21        0.00E+00
3600.05         4.95E-21        0.00E+00
3600.54         1.54E-20        0.00E+00
3601.04         6.95E-22        0.00E+00
3601.53         7.57E-21        0.00E+00
3602.03         4.20E-21        0.00E+00
3602.52         1.48E-20        0.00E+00
3603.02         1.72E-20        0.00E+00
3603.51         7.34E-21        0.00E+00
3604.01         1.06E-20        0.00E+00
3604.51         6.03E-21        0.00E+00
3605.00         2.09E-20        0.00E+00
3605.50         1.03E-20        0.00E+00
3605.99         6.40E-21        0.00E+00
3606.49         8.80E-21        0.00E+00
3606.98         1.15E-20        0.00E+00
3607.48         1.28E-20        0.00E+00
3607.97         2.68E-20        0.00E+00
3608.47         1.07E-20        0.00E+00
3608.97         1.28E-20        0.00E+00
3609.46         1.05E-20        0.00E+00
3609.96         1.87E-20        0.00E+00
3610.45         7.65E-21        0.00E+00
3610.95         8.55E-21        0.00E+00
3611.44         1.52E-20        0.00E+00
3611.94         1.08E-20        0.00E+00
3612.44         5.76E-21        0.00E+00
3612.93         3.66E-21        0.00E+00
3613.43         1.82E-20        0.00E+00
3613.92         1.17E-20        0.00E+00
3614.42         6.72E-21        0.00E+00
3614.91         1.21E-20        0.00E+00
3615.41         2.09E-20        0.00E+00
3615.90         9.63E-21        0.00E+00
3616.40         1.06E-20        0.00E+00
3616.90         7.49E-21        0.00E+00
3617.39         6.41E-21        0.00E+00
3617.89         1.54E-20        0.00E+00
3618.38         1.51E-20        0.00E+00
3618.88         1.53E-20        0.00E+00
3619.37         5.92E-21        0.00E+00
3619.87         1.71E-20        0.00E+00
3620.36         1.10E-20        0.00E+00
3620.86         1.66E-20        0.00E+00
3621.36         1.54E-20        0.00E+00
3621.85         1.18E-20        0.00E+00
3622.35         1.12E-20        0.00E+00
3622.84         1.93E-20        0.00E+00
3623.34         2.28E-20        0.00E+00
3623.83         4.86E-21        0.00E+00
3624.33         3.43E-20        0.00E+00
3624.83         2.97E-20        0.00E+00
3625.32         1.43E-20        0.00E+00
3625.82         1.25E-20        0.00E+00
3626.31         1.63E-20        0.00E+00
3626.81         2.03E-20        0.00E+00
3627.30         6.95E-21        0.00E+00
3627.80         1.57E-20        0.00E+00
3628.29         1.16E-20        0.00E+00
3628.79         1.10E-20        0.00E+00
3629.29         2.06E-20        0.00E+00
3629.78         1.53E-20        0.00E+00
3630.28         2.37E-20        0.00E+00
3630.77         2.07E-20        0.00E+00
3631.27         1.96E-21        0.00E+00
3631.76         1.09E-20        0.00E+00
3632.26         1.22E-20        0.00E+00
3632.76         1.35E-20        0.00E+00
3633.25         1.23E-21        0.00E+00
3633.75         1.02E-20        0.00E+00
3634.24         1.89E-20        0.00E+00
3634.74         9.31E-21        0.00E+00
3635.23         7.94E-21        0.00E+00
3635.73         8.36E-21        0.00E+00
3636.22         7.80E-21        0.00E+00
3636.72         2.19E-20        0.00E+00
3637.22         9.38E-21        0.00E+00
3637.71         1.34E-20        0.00E+00
3638.21         1.26E-20        0.00E+00
3638.70         1.39E-21        0.00E+00
3639.20         4.82E-21        0.00E+00
3639.69         6.03E-21        0.00E+00
3640.19         9.88E-21        0.00E+00
3640.68         5.92E-20        0.00E+00
3641.18         1.58E-20        0.00E+00
3641.68         9.48E-22        0.00E+00
3642.17         7.64E-21        0.00E+00
3642.67         1.57E-20        0.00E+00
3643.16         7.08E-21        0.00E+00
3643.66         7.05E-21        0.00E+00
3644.15         7.40E-21        0.00E+00
3644.65         3.77E-20        0.00E+00
3645.15         4.38E-21        0.00E+00
3645.64         9.21E-21        0.00E+00
3646.14         1.36E-20        0.00E+00
3646.63         1.54E-20        0.00E+00
3647.13         6.31E-21        0.00E+00
3647.62         7.93E-21        0.00E+00
3648.12         2.13E-20        0.00E+00
3648.61         1.42E-20        0.00E+00
3649.11         3.32E-21        0.00E+00
3649.61         3.53E-21        0.00E+00
3650.10         2.68E-21        0.00E+00
3650.60         1.83E-20        0.00E+00
3651.09         2.45E-20        0.00E+00
3651.59         5.52E-21        0.00E+00
3652.08         1.76E-20        0.00E+00
3652.58         1.64E-20        0.00E+00
3653.08         9.08E-21        0.00E+00
3653.57         5.47E-20        0.00E+00
3654.07         2.70E-20        0.00E+00
3654.56         1.88E-20        0.00E+00
3655.06         5.21E-21        0.00E+00
3655.55         1.80E-20        0.00E+00
3656.05         1.10E-20        0.00E+00
3656.54         1.27E-20        0.00E+00
3657.04         1.55E-20        0.00E+00
3657.54         1.11E-20        0.00E+00
3658.03         4.08E-21        0.00E+00
3658.53         1.93E-20        0.00E+00
3659.02         3.46E-20        0.00E+00
3659.52         1.94E-20        0.00E+00
3660.01         7.43E-21        0.00E+00
3660.51         1.91E-20        0.00E+00
3661.00         9.77E-21        0.00E+00
3661.50         6.45E-21        0.00E+00
3662.00         3.60E-20        0.00E+00
3662.49         2.84E-20        0.00E+00
3662.99         2.50E-20        0.00E+00
3663.48         9.45E-21        0.00E+00
3663.98         9.37E-21        0.00E+00
3664.47         6.10E-21        0.00E+00
3664.97         6.40E-20        0.00E+00
3665.47         8.87E-21        0.00E+00
3665.96         4.62E-20        0.00E+00
3666.46         3.98E-20        0.00E+00
3666.95         4.09E-21        0.00E+00
3667.45         4.77E-20        0.00E+00
3667.94         3.28E-20        0.00E+00
3668.44         3.51E-20        0.00E+00
3668.93         1.19E-20        0.00E+00
3669.43         4.33E-20        0.00E+00
3669.93         8.99E-21        0.00E+00
3670.42         9.61E-21        0.00E+00
3670.92         1.32E-20        0.00E+00
3671.41         2.64E-20        0.00E+00
3671.91         1.68E-20        0.00E+00
3672.40         6.41E-21        0.00E+00
3672.90         2.41E-20        0.00E+00
3673.39         1.39E-20        0.00E+00
3673.89         2.26E-20        0.00E+00
3674.39         1.22E-20        0.00E+00
3674.88         3.00E-20        0.00E+00
3675.38         6.48E-20        0.00E+00
3675.87         2.40E-20        0.00E+00
3676.37         8.61E-21        0.00E+00
3676.86         1.21E-19        0.00E+00
3677.36         1.90E-20        0.00E+00
3677.86         3.41E-20        0.00E+00
3678.35         8.36E-20        0.00E+00
3678.85         1.21E-20        0.00E+00
3679.34         9.82E-21        0.00E+00
3679.84         1.43E-20        0.00E+00
3680.33         1.70E-20        0.00E+00
3680.83         1.65E-20        0.00E+00
3681.32         5.37E-21        0.00E+00
3681.82         3.30E-20        0.00E+00
3682.32         9.77E-21        0.00E+00
3682.81         4.14E-20        0.00E+00
3683.31         3.27E-20        0.00E+00
3683.80         2.92E-20        0.00E+00
3684.30         5.53E-21        0.00E+00
3684.79         1.88E-20        0.00E+00
3685.29         1.50E-20        0.00E+00
3685.79         1.00E-20        0.00E+00
3686.28         5.34E-20        0.00E+00
3686.78         6.06E-20        0.00E+00
3687.27         4.42E-20        0.00E+00
3687.77         1.90E-20        0.00E+00
3688.26         9.09E-20        0.00E+00
3688.76         4.74E-20        0.00E+00
3689.25         2.21E-20        0.00E+00
3689.75         2.11E-20        0.00E+00
3690.25         5.81E-21        0.00E+00
3690.74         3.45E-20        0.00E+00
3691.24         6.96E-20        0.00E+00
3691.73         1.42E-20        0.00E+00
3692.23         2.71E-20        0.00E+00
3692.72         9.67E-22        0.00E+00
3693.22         6.24E-21        0.00E+00
3693.71         7.58E-20        0.00E+00
3694.21         4.50E-20        0.00E+00
3694.71         2.44E-20        0.00E+00
3695.20         9.36E-20        0.00E+00
3695.70         2.19E-20        0.00E+00
3696.19         1.41E-20        0.00E+00
3696.69         6.29E-21        0.00E+00
3697.18         1.24E-20        0.00E+00
3697.68         2.48E-20        0.00E+00
3698.18         2.39E-20        0.00E+00
3698.67         4.19E-21        0.00E+00
3699.17         2.05E-20        0.00E+00
3699.66         1.80E-20        0.00E+00
3700.16         1.35E-20        0.00E+00
3700.65         1.35E-20        0.00E+00
3701.15         1.35E-20        0.00E+00
3701.64         1.35E-20        0.00E+00
3702.14         1.35E-20        0.00E+00
3702.64         1.35E-20        0.00E+00
3703.13         1.35E-20        0.00E+00
3703.63         1.35E-20        0.00E+00
3704.12         1.35E-20        0.00E+00
3704.62         1.35E-20        0.00E+00
3705.11         1.35E-20        0.00E+00
3705.61         1.35E-20        0.00E+00
3706.10         1.35E-20        0.00E+00
3706.60         1.35E-20        0.00E+00
3707.10         1.35E-20        0.00E+00
3707.59         1.35E-20        0.00E+00
3708.09         1.35E-20        0.00E+00
3708.58         1.35E-20        0.00E+00
3709.08         1.35E-20        0.00E+00
3709.57         1.35E-20        0.00E+00
3710.07         1.35E-20        0.00E+00
3710.57         1.35E-20        0.00E+00
3711.06         1.35E-20        0.00E+00
3711.56         1.35E-20        0.00E+00
3712.05         1.35E-20        0.00E+00
3712.55         1.35E-20        0.00E+00
3713.04         1.35E-20        0.00E+00
3713.54         1.35E-20        0.00E+00
3714.03         1.36E-20        0.00E+00
3714.53         1.36E-20        0.00E+00
3715.03         1.36E-20        0.00E+00
3715.52         1.36E-20        0.00E+00
3716.02         1.36E-20        0.00E+00
3716.51         1.36E-20        0.00E+00
3717.01         1.36E-20        0.00E+00
3717.50         1.36E-20        0.00E+00
3718.00         1.36E-20        0.00E+00
3718.50         1.36E-20        0.00E+00
3718.99         1.36E-20        0.00E+00
3719.49         1.36E-20        0.00E+00
3719.98         1.36E-20        0.00E+00
3720.48         1.36E-20        0.00E+00
3720.97         1.36E-20        0.00E+00
3721.47         1.36E-20        0.00E+00
3721.96         1.36E-20        0.00E+00
3722.46         1.36E-20        0.00E+00
3722.96         1.36E-20        0.00E+00
3723.45         1.36E-20        0.00E+00
3723.95         1.36E-20        0.00E+00
3724.44         1.36E-20        0.00E+00
3724.94         1.36E-20        0.00E+00
3725.43         1.36E-20        0.00E+00
3725.93         1.36E-20        0.00E+00
3726.42         1.36E-20        0.00E+00
3726.92         1.36E-20        0.00E+00
3727.42         1.36E-20        0.00E+00
3727.91         1.36E-20        0.00E+00
3728.41         1.36E-20        0.00E+00
3728.90         1.36E-20        0.00E+00
3729.40         1.36E-20        0.00E+00
3729.89         1.36E-20        0.00E+00
3730.39         1.36E-20        0.00E+00
3730.89         1.36E-20        0.00E+00
3731.38         1.36E-20        0.00E+00
3731.88         1.36E-20        0.00E+00
3732.37         1.36E-20        0.00E+00
3732.87         1.36E-20        0.00E+00
3733.36         1.36E-20        0.00E+00
3733.86         1.36E-20        0.00E+00
3734.35         1.36E-20        0.00E+00
3734.85         1.36E-20        0.00E+00
3735.35         1.36E-20        0.00E+00
3735.84         1.36E-20        0.00E+00
3736.34         1.36E-20        0.00E+00
3736.83         1.36E-20        0.00E+00
3737.33         1.36E-20        0.00E+00
3737.82         1.36E-20        0.00E+00
3738.32         1.36E-20        0.00E+00
3738.82         1.36E-20        0.00E+00
3739.31         1.36E-20        0.00E+00
3739.81         1.36E-20        0.00E+00
3740.30         1.36E-20        0.00E+00
3740.80         1.36E-20        0.00E+00
3741.29         1.37E-20        0.00E+00
3741.79         1.37E-20        0.00E+00
3742.28         1.37E-20        0.00E+00
3742.78         1.37E-20        0.00E+00
3743.28         1.37E-20        0.00E+00
3743.77         1.37E-20        0.00E+00
3744.27         1.37E-20        0.00E+00
3744.76         1.37E-20        0.00E+00
3745.26         1.37E-20        0.00E+00
3745.75         1.37E-20        0.00E+00
3746.25         1.37E-20        0.00E+00
3746.74         1.37E-20        0.00E+00
3747.24         1.37E-20        0.00E+00
3747.74         1.37E-20        0.00E+00
3748.23         1.37E-20        0.00E+00
3748.73         1.37E-20        0.00E+00
3749.22         1.37E-20        0.00E+00
3749.72         1.37E-20        0.00E+00
3750.21         1.37E-20        0.00E+00
3750.71         1.37E-20        0.00E+00
3751.21         1.37E-20        0.00E+00
3751.70         1.37E-20        0.00E+00
3752.20         1.37E-20        0.00E+00
3752.69         1.37E-20        0.00E+00
3753.19         1.37E-20        0.00E+00
3753.68         1.37E-20        0.00E+00
3754.18         1.37E-20        0.00E+00
3754.67         1.37E-20        0.00E+00
3755.17         1.37E-20        0.00E+00
3755.67         1.37E-20        0.00E+00
3756.16         1.37E-20        0.00E+00
3756.66         1.37E-20        0.00E+00
3757.15         1.37E-20        0.00E+00
3757.65         1.37E-20        0.00E+00
3758.14         1.37E-20        0.00E+00
3758.64         1.37E-20        0.00E+00
3759.13         1.37E-20        0.00E+00
3759.63         1.37E-20        0.00E+00
3760.13         1.37E-20        0.00E+00
3760.62         1.37E-20        0.00E+00
3761.12         1.37E-20        0.00E+00
3761.61         1.37E-20        0.00E+00
3762.11         1.37E-20        0.00E+00
3762.60         1.37E-20        0.00E+00
3763.10         1.37E-20        0.00E+00
3763.60         1.37E-20        0.00E+00
3764.09         1.37E-20        0.00E+00
3764.59         1.37E-20        0.00E+00
3765.08         1.37E-20        0.00E+00
3765.58         1.37E-20        0.00E+00
3766.07         1.37E-20        0.00E+00
3766.57         1.37E-20        0.00E+00
3767.06         1.37E-20        0.00E+00
3767.56         1.37E-20        0.00E+00
3768.06         1.37E-20        0.00E+00
3768.55         1.37E-20        0.00E+00
3769.05         1.38E-20        0.00E+00
3769.54         1.38E-20        0.00E+00
3770.04         1.38E-20        0.00E+00
3770.53         1.38E-20        0.00E+00
3771.03         1.38E-20        0.00E+00
3771.53         1.38E-20        0.00E+00
3772.02         1.38E-20        0.00E+00
3772.52         1.38E-20        0.00E+00
3773.01         1.38E-20        0.00E+00
3773.51         1.38E-20        0.00E+00
3774.00         1.38E-20        0.00E+00
3774.50         1.38E-20        0.00E+00
3774.99         1.38E-20        0.00E+00
3775.49         1.38E-20        0.00E+00
3775.99         1.38E-20        0.00E+00
3776.48         1.38E-20        0.00E+00
3776.98         1.38E-20        0.00E+00
3777.47         1.38E-20        0.00E+00
3777.97         1.38E-20        0.00E+00
3778.46         1.38E-20        0.00E+00
3778.96         1.38E-20        0.00E+00
3779.45         1.38E-20        0.00E+00
3779.95         1.38E-20        0.00E+00
3780.45         1.38E-20        0.00E+00
3780.94         1.38E-20        0.00E+00
3781.44         1.38E-20        0.00E+00
3781.93         1.38E-20        0.00E+00
3782.43         1.38E-20        0.00E+00
3782.92         1.38E-20        0.00E+00
3783.42         1.38E-20        0.00E+00
3783.92         1.38E-20        0.00E+00
3784.41         1.38E-20        0.00E+00
3784.91         1.38E-20        0.00E+00
3785.40         1.38E-20        0.00E+00
3785.90         1.38E-20        0.00E+00
3786.39         1.38E-20        0.00E+00
3786.89         1.38E-20        0.00E+00
3787.38         1.38E-20        0.00E+00
3787.88         1.38E-20        0.00E+00
3788.38         1.38E-20        0.00E+00
3788.87         1.38E-20        0.00E+00
3789.37         1.38E-20        0.00E+00
3789.86         1.38E-20        0.00E+00
3790.36         1.38E-20        0.00E+00
3790.85         1.38E-20        0.00E+00
3791.35         1.38E-20        0.00E+00
3791.85         1.38E-20        0.00E+00
3792.34         1.38E-20        0.00E+00
3792.84         1.38E-20        0.00E+00
3793.33         1.38E-20        0.00E+00
3793.83         1.38E-20        0.00E+00
3794.32         1.38E-20        0.00E+00
3794.82         1.38E-20        0.00E+00
3795.31         1.38E-20        0.00E+00
3795.81         1.38E-20        0.00E+00
3796.31         1.39E-20        0.00E+00
3796.80         1.39E-20        0.00E+00
3797.30         1.39E-20        0.00E+00
3797.79         1.39E-20        0.00E+00
3798.29         1.39E-20        0.00E+00
3798.78         1.39E-20        0.00E+00
3799.28         1.39E-20        0.00E+00
3799.77         1.39E-20        0.00E+00
3800.27         1.39E-20        0.00E+00
3800.77         1.39E-20        0.00E+00
3801.26         1.39E-20        0.00E+00
3801.76         1.39E-20        0.00E+00
3802.25         1.39E-20        0.00E+00
3802.75         1.39E-20        0.00E+00
3803.24         1.39E-20        0.00E+00
3803.74         1.39E-20        0.00E+00
3804.24         1.39E-20        0.00E+00
3804.73         1.39E-20        0.00E+00
3805.23         1.39E-20        0.00E+00
3805.72         1.39E-20        0.00E+00
3806.22         1.39E-20        0.00E+00
3806.71         1.39E-20        0.00E+00
3807.21         1.39E-20        0.00E+00
3807.70         1.39E-20        0.00E+00
3808.20         1.39E-20        0.00E+00
3808.70         1.39E-20        0.00E+00
3809.19         1.39E-20        0.00E+00
3809.69         1.39E-20        0.00E+00
3810.18         1.39E-20        0.00E+00
3810.68         1.39E-20        0.00E+00
3811.17         1.39E-20        0.00E+00
3811.67         1.39E-20        0.00E+00
3812.16         1.39E-20        0.00E+00
3812.66         1.39E-20        0.00E+00
3813.16         1.39E-20        0.00E+00
3813.65         1.39E-20        0.00E+00
3814.15         1.39E-20        0.00E+00
3814.64         1.39E-20        0.00E+00
3815.14         1.39E-20        0.00E+00
3815.63         1.39E-20        0.00E+00
3816.13         1.39E-20        0.00E+00
3816.63         1.39E-20        0.00E+00
3817.12         1.39E-20        0.00E+00
3817.62         1.39E-20        0.00E+00
3818.11         1.39E-20        0.00E+00
3818.61         1.39E-20        0.00E+00
3819.10         1.39E-20        0.00E+00
3819.60         1.39E-20        0.00E+00
