0 Branching ratio for SO2       Total        1 branches    
Lambda          Total           SO/O
2159.32         2.18E-18        2.09E-18
2159.81         1.94E-18        1.85E-18
2160.31         1.69E-18        1.61E-18
2160.80         1.48E-18        1.40E-18
2161.30         1.37E-18        1.30E-18
2161.79         1.19E-18        1.13E-18
2162.29         1.12E-18        1.05E-18
2162.78         1.12E-18        1.05E-18
2163.28         1.27E-18        1.20E-18
2163.78         1.47E-18        1.38E-18
2164.27         1.46E-18        1.36E-18
2164.77         1.37E-18        1.28E-18
2165.26         1.25E-18        1.17E-18
2165.76         1.11E-18        1.03E-18
2166.25         9.85E-19        9.12E-19
2166.75         8.78E-19        8.10E-19
2167.24         8.78E-19        8.07E-19
2167.74         1.10E-18        1.00E-18
2168.24         1.93E-18        1.76E-18
2168.73         3.52E-18        3.21E-18
2169.23         4.39E-18        3.98E-18
2169.72         4.69E-18        4.24E-18
2170.22         4.82E-18        4.33E-18
2170.71         4.62E-18        4.13E-18
2171.21         4.32E-18        3.85E-18
2171.71         4.05E-18        3.59E-18
2172.20         3.78E-18        3.33E-18
2172.70         3.34E-18        2.93E-18
2173.19         2.96E-18        2.58E-18
2173.69         2.53E-18        2.20E-18
2174.18         2.22E-18        1.92E-18
2174.68         1.96E-18        1.68E-18
2175.17         1.71E-18        1.46E-18
2175.67         1.56E-18        1.32E-18
2176.17         1.43E-18        1.20E-18
2176.66         1.33E-18        1.11E-18
2177.16         1.33E-18        1.10E-18
2177.65         1.29E-18        1.06E-18
2178.15         1.20E-18        9.75E-19
2178.64         1.10E-18        8.89E-19
2179.14         1.03E-18        8.22E-19
2179.64         9.94E-19        7.86E-19
2180.13         1.11E-18        8.67E-19
2180.63         1.21E-18        9.35E-19
2181.12         1.22E-18        9.32E-19
2181.62         1.14E-18        8.64E-19
2182.11         1.07E-18        8.01E-19
2182.61         9.51E-19        7.00E-19
2183.10         8.42E-19        6.12E-19
2183.60         7.25E-19        5.19E-19
2184.10         6.38E-19        4.50E-19
2184.59         5.80E-19        4.02E-19
2185.09         5.80E-19        3.95E-19
2185.58         5.92E-19        3.96E-19
2186.08         1.04E-18        6.85E-19
2186.57         1.97E-18        1.26E-18
2187.07         2.95E-18        1.85E-18
2187.56         3.59E-18        2.21E-18
2188.06         4.01E-18        2.41E-18
2188.56         4.05E-18        2.37E-18
2189.05         3.85E-18        2.19E-18
2189.55         3.41E-18        1.88E-18
2190.04         3.04E-18        1.62E-18
2190.54         2.63E-18        1.36E-18
2191.03         2.27E-18        1.13E-18
2191.53         1.97E-18        9.43E-19
2192.03         1.78E-18        8.15E-19
2192.52         1.59E-18        6.94E-19
2193.02         1.55E-18        6.42E-19
2193.51         1.50E-18        5.87E-19
2194.01         1.39E-18        5.13E-19
2194.50         1.27E-18        4.37E-19
2195.00         1.14E-18        3.62E-19
2195.49         1.03E-18        3.01E-19
2195.99         9.41E-19        2.49E-19
2196.49         8.60E-19        2.03E-19
2196.98         7.82E-19        1.62E-19
2197.48         7.78E-19        1.37E-19
2197.97         7.52E-19        1.08E-19
2198.47         7.01E-19        7.79E-20
2198.96         6.32E-19        4.84E-20
2199.46         5.63E-19        2.29E-20
2199.95         5.03E-19        1.81E-21
2200.45         4.43E-19        7.14E-23
2200.95         3.97E-19        6.40E-23
2201.44         3.56E-19        5.73E-23
2201.94         3.51E-19        5.65E-23
2202.43         3.56E-19        5.74E-23
2202.93         3.55E-19        5.72E-23
2203.42         3.63E-19        5.86E-23
2203.92         5.15E-19        8.30E-23
2204.42         9.66E-19        1.56E-22
2204.91         1.66E-18        2.67E-22
2205.41         2.29E-18        3.69E-22
2205.90         2.85E-18        4.60E-22
2206.40         3.01E-18        4.85E-22
2206.89         2.70E-18        4.36E-22
2207.39         2.41E-18        3.89E-22
2207.88         2.12E-18        3.42E-22
2208.38         1.81E-18        2.91E-22
2208.88         1.70E-18        2.74E-22
2209.37         1.53E-18        2.46E-22
2209.87         1.48E-18        2.39E-22
2210.36         1.42E-18        2.29E-22
2210.86         1.37E-18        2.20E-22
2211.35         1.25E-18        2.01E-22
2211.85         1.18E-18        1.91E-22
2212.35         1.06E-18        1.71E-22
2212.84         1.00E-18        1.62E-22
2213.34         9.42E-19        1.52E-22
2213.83         8.89E-19        1.43E-22
2214.33         8.09E-19        1.30E-22
2214.82         7.21E-19        1.16E-22
2215.32         6.38E-19        1.03E-22
2215.81         5.58E-19        9.00E-23
2216.31         4.92E-19        7.93E-23
2216.81         4.30E-19        6.93E-23
2217.30         3.87E-19        6.24E-23
2217.80         3.52E-19        5.67E-23
2218.29         3.20E-19        5.17E-23
2218.79         3.00E-19        4.84E-23
2219.28         2.87E-19        4.62E-23
2219.78         2.91E-19        4.69E-23
2220.27         3.39E-19        5.46E-23
2220.77         3.82E-19        6.15E-23
2221.27         3.76E-19        6.06E-23
2221.76         3.72E-19        5.99E-23
2222.26         4.31E-19        6.95E-23
2222.75         7.78E-19        1.25E-22
2223.25         1.09E-18        1.76E-22
2223.74         1.31E-18        2.11E-22
2224.24         1.41E-18        2.27E-22
2224.74         1.44E-18        2.33E-22
2225.23         1.38E-18        2.23E-22
2225.73         1.23E-18        1.99E-22
2226.22         1.15E-18        1.85E-22
2226.72         1.10E-18        1.77E-22
2227.21         1.09E-18        1.76E-22
2227.71         1.12E-18        1.81E-22
2228.20         1.15E-18        1.86E-22
2228.70         1.14E-18        1.84E-22
2229.20         1.12E-18        1.81E-22
2229.69         1.03E-18        1.65E-22
2230.19         9.31E-19        1.50E-22
2230.68         8.56E-19        1.38E-22
2231.18         8.12E-19        1.31E-22
2231.67         7.94E-19        1.28E-22
2232.17         7.52E-19        1.21E-22
2232.67         6.77E-19        1.09E-22
2233.16         6.00E-19        9.68E-23
2233.66         5.17E-19        8.33E-23
2234.15         4.50E-19        7.25E-23
2234.65         3.90E-19        6.29E-23
2235.14         3.43E-19        5.52E-23
2235.64         3.04E-19        4.90E-23
2236.13         2.70E-19        4.35E-23
2236.63         2.39E-19        3.85E-23
2237.13         2.23E-19        3.59E-23
2237.62         2.19E-19        3.53E-23
2238.12         2.60E-19        4.19E-23
2238.61         3.83E-19        6.18E-23
2239.11         4.77E-19        7.69E-23
2239.60         4.98E-19        8.03E-23
2240.10         4.66E-19        7.50E-23
2240.59         4.25E-19        6.84E-23
2241.09         4.31E-19        6.94E-23
2241.59         5.44E-19        8.76E-23
2242.08         6.91E-19        1.11E-22
2242.58         7.64E-19        1.23E-22
2243.07         8.04E-19        1.30E-22
2243.57         7.98E-19        1.29E-22
2244.06         7.56E-19        1.22E-22
2244.56         7.39E-19        1.19E-22
2245.06         7.33E-19        1.18E-22
2245.55         7.22E-19        1.16E-22
2246.05         6.70E-19        1.08E-22
2246.54         6.36E-19        1.02E-22
2247.04         6.21E-19        1.00E-22
2247.53         6.10E-19        9.84E-23
2248.03         5.69E-19        9.17E-23
2248.52         5.36E-19        8.64E-23
2249.02         5.18E-19        8.34E-23
2249.52         4.89E-19        7.89E-23
2250.01         4.47E-19        6.80E-23
2250.51         3.98E-19        0.00E+00
2251.00         3.68E-19        0.00E+00
2251.50         3.30E-19        0.00E+00
2251.99         2.90E-19        0.00E+00
2252.49         2.61E-19        0.00E+00
2252.98         2.32E-19        0.00E+00
2253.48         2.07E-19        0.00E+00
2253.98         1.98E-19        0.00E+00
2254.47         1.89E-19        0.00E+00
2254.97         1.81E-19        0.00E+00
2255.46         1.80E-19        0.00E+00
2255.96         1.69E-19        0.00E+00
2256.45         1.58E-19        0.00E+00
2256.95         1.51E-19        0.00E+00
2257.45         1.84E-19        0.00E+00
2257.94         2.30E-19        0.00E+00
2258.44         4.10E-19        0.00E+00
2258.93         4.56E-19        0.00E+00
2259.43         4.57E-19        0.00E+00
2259.92         4.29E-19        0.00E+00
2260.42         3.94E-19        0.00E+00
2260.91         3.72E-19        0.00E+00
2261.41         4.08E-19        0.00E+00
2261.91         4.04E-19        0.00E+00
2262.40         3.82E-19        0.00E+00
2262.90         3.74E-19        0.00E+00
2263.39         3.55E-19        0.00E+00
2263.89         3.58E-19        0.00E+00
2264.38         3.42E-19        0.00E+00
2264.88         3.17E-19        0.00E+00
2265.38         2.89E-19        0.00E+00
2265.87         2.62E-19        0.00E+00
2266.37         2.29E-19        0.00E+00
2266.86         2.07E-19        0.00E+00
2267.36         1.85E-19        0.00E+00
2267.85         1.71E-19        0.00E+00
2268.35         1.54E-19        0.00E+00
2268.84         1.69E-19        0.00E+00
2269.34         1.65E-19        0.00E+00
2269.84         1.62E-19        0.00E+00
2270.33         1.55E-19        0.00E+00
2270.83         1.40E-19        0.00E+00
2271.32         1.33E-19        0.00E+00
2271.82         1.29E-19        0.00E+00
2272.31         1.30E-19        0.00E+00
2272.81         1.32E-19        0.00E+00
2273.30         1.26E-19        0.00E+00
2273.80         1.23E-19        0.00E+00
2274.30         1.27E-19        0.00E+00
2274.79         1.27E-19        0.00E+00
2275.29         1.22E-19        0.00E+00
2275.78         1.18E-19        0.00E+00
2276.28         1.16E-19        0.00E+00
2276.77         1.58E-19        0.00E+00
2277.27         2.29E-19        0.00E+00
2277.77         3.59E-19        0.00E+00
2278.26         3.87E-19        0.00E+00
2278.76         3.79E-19        0.00E+00
2279.25         3.61E-19        0.00E+00
2279.75         3.29E-19        0.00E+00
2280.24         2.91E-19        0.00E+00
2280.74         2.62E-19        0.00E+00
2281.23         2.27E-19        0.00E+00
2281.73         2.11E-19        0.00E+00
2282.23         2.07E-19        0.00E+00
2282.72         2.03E-19        0.00E+00
2283.22         1.98E-19        0.00E+00
2283.71         1.83E-19        0.00E+00
2284.21         1.68E-19        0.00E+00
2284.70         1.53E-19        0.00E+00
2285.20         1.41E-19        0.00E+00
2285.69         1.29E-19        0.00E+00
2286.19         1.16E-19        0.00E+00
2286.69         1.05E-19        0.00E+00
2287.18         1.03E-19        0.00E+00
2287.68         1.07E-19        0.00E+00
2288.17         1.22E-19        0.00E+00
2288.67         1.29E-19        0.00E+00
2289.16         1.29E-19        0.00E+00
2289.66         1.20E-19        0.00E+00
2290.16         1.15E-19        0.00E+00
2290.65         1.05E-19        0.00E+00
2291.15         9.56E-20        0.00E+00
2291.64         8.55E-20        0.00E+00
2292.14         7.61E-20        0.00E+00
2292.63         7.21E-20        0.00E+00
2293.13         6.48E-20        0.00E+00
2293.62         6.00E-20        0.00E+00
2294.12         5.61E-20        0.00E+00
2294.62         5.07E-20        0.00E+00
2295.11         4.94E-20        0.00E+00
2295.61         4.75E-20        0.00E+00
2296.10         4.91E-20        0.00E+00
2296.60         7.05E-20        0.00E+00
2297.09         1.09E-19        0.00E+00
2297.59         1.65E-19        0.00E+00
2298.09         1.91E-19        0.00E+00
2298.58         2.02E-19        0.00E+00
2299.08         1.95E-19        0.00E+00
2299.57         1.78E-19        0.00E+00
2300.07         1.63E-19        0.00E+00
2300.56         1.45E-19        0.00E+00
2301.06         1.37E-19        0.00E+00
2301.55         1.23E-19        0.00E+00
2302.05         1.15E-19        0.00E+00
2302.55         1.04E-19        0.00E+00
2303.04         9.68E-20        0.00E+00
2303.54         9.09E-20        0.00E+00
2304.03         9.78E-20        0.00E+00
2304.53         9.98E-20        0.00E+00
2305.02         9.72E-20        0.00E+00
2305.52         8.97E-20        0.00E+00
2306.01         8.47E-20        0.00E+00
2306.51         7.46E-20        0.00E+00
2307.01         7.38E-20        0.00E+00
2307.50         7.21E-20        0.00E+00
2308.00         8.61E-20        0.00E+00
2308.49         9.22E-20        0.00E+00
2308.99         9.30E-20        0.00E+00
2309.48         9.13E-20        0.00E+00
2309.98         8.44E-20        0.00E+00
2310.48         7.72E-20        0.00E+00
2310.97         6.98E-20        0.00E+00
2311.47         6.17E-20        0.00E+00
2311.96         5.69E-20        0.00E+00
2312.46         5.16E-20        0.00E+00
2312.95         4.68E-20        0.00E+00
2313.45         4.47E-20        0.00E+00
2313.94         4.14E-20        0.00E+00
2314.44         4.05E-20        0.00E+00
2314.94         4.24E-20        0.00E+00
2315.43         4.11E-20        0.00E+00
2315.93         3.94E-20        0.00E+00
2316.42         3.87E-20        0.00E+00
2316.92         4.04E-20        0.00E+00
2317.41         4.60E-20        0.00E+00
2317.91         6.22E-20        0.00E+00
2318.41         7.61E-20        0.00E+00
2318.90         8.18E-20        0.00E+00
2319.40         7.87E-20        0.00E+00
2319.89         7.31E-20        0.00E+00
2320.39         6.62E-20        0.00E+00
2320.88         6.35E-20        0.00E+00
2321.38         5.75E-20        0.00E+00
2321.87         5.36E-20        0.00E+00
2322.37         4.91E-20        0.00E+00
2322.87         4.91E-20        0.00E+00
2323.36         4.75E-20        0.00E+00
2323.86         5.02E-20        0.00E+00
2324.35         6.08E-20        0.00E+00
2324.85         6.86E-20        0.00E+00
2325.34         6.78E-20        0.00E+00
2325.84         6.62E-20        0.00E+00
2326.33         6.30E-20        0.00E+00
2326.83         5.95E-20        0.00E+00
2327.33         6.27E-20        0.00E+00
2327.82         7.31E-20        0.00E+00
2328.32         8.06E-20        0.00E+00
2328.81         8.20E-20        0.00E+00
2329.31         7.71E-20        0.00E+00
2329.80         7.10E-20        0.00E+00
2330.30         6.34E-20        0.00E+00
2330.80         5.61E-20        0.00E+00
2331.29         5.21E-20        0.00E+00
2331.79         4.70E-20        0.00E+00
2332.28         4.35E-20        0.00E+00
2332.78         4.00E-20        0.00E+00
2333.27         3.61E-20        0.00E+00
2333.77         3.33E-20        0.00E+00
2334.26         3.24E-20        0.00E+00
2334.76         3.06E-20        0.00E+00
2335.26         2.96E-20        0.00E+00
2335.75         2.89E-20        0.00E+00
2336.25         2.72E-20        0.00E+00
2336.74         2.79E-20        0.00E+00
2337.24         2.93E-20        0.00E+00
2337.73         2.93E-20        0.00E+00
2338.23         3.36E-20        0.00E+00
2338.72         3.44E-20        0.00E+00
2339.22         3.41E-20        0.00E+00
2339.72         3.33E-20        0.00E+00
2340.21         3.22E-20        0.00E+00
2340.71         3.16E-20        0.00E+00
2341.20         2.95E-20        0.00E+00
2341.70         2.80E-20        0.00E+00
2342.19         2.70E-20        0.00E+00
2342.69         2.68E-20        0.00E+00
