0 Branching ratio for O2       Total        1 branches    
Lambda          Total           O/O
2709.93         1.06E-24        0.00E+00
2710.43         1.06E-24        0.00E+00
2710.93         1.06E-24        0.00E+00
2711.42         1.05E-24        0.00E+00
2711.92         1.05E-24        0.00E+00
2712.41         1.05E-24        0.00E+00
2712.91         1.05E-24        0.00E+00
2713.40         1.06E-24        0.00E+00
2713.90         1.06E-24        0.00E+00
2714.40         1.06E-24        0.00E+00
2714.89         1.06E-24        0.00E+00
2715.39         1.06E-24        0.00E+00
2715.88         1.07E-24        0.00E+00
2716.38         1.07E-24        0.00E+00
2716.87         1.07E-24        0.00E+00
2717.37         1.08E-24        0.00E+00
2717.86         1.08E-24        0.00E+00
2718.36         1.08E-24        0.00E+00
2718.86         1.07E-24        0.00E+00
2719.35         1.07E-24        0.00E+00
2719.85         1.06E-24        0.00E+00
2720.34         1.06E-24        0.00E+00
2720.84         1.05E-24        0.00E+00
2721.33         1.05E-24        0.00E+00
2721.83         1.04E-24        0.00E+00
2722.32         1.04E-24        0.00E+00
2722.82         1.04E-24        0.00E+00
2723.32         1.03E-24        0.00E+00
2723.81         1.03E-24        0.00E+00
2724.31         1.03E-24        0.00E+00
2724.80         1.03E-24        0.00E+00
2725.30         1.03E-24        0.00E+00
2725.79         1.03E-24        0.00E+00
2726.29         1.02E-24        0.00E+00
2726.79         1.02E-24        0.00E+00
2727.28         1.02E-24        0.00E+00
2727.78         1.02E-24        0.00E+00
2728.27         1.02E-24        0.00E+00
2728.77         1.02E-24        0.00E+00
2729.26         1.02E-24        0.00E+00
2729.76         1.02E-24        0.00E+00
2730.25         1.01E-24        0.00E+00
2730.75         1.01E-24        0.00E+00
2731.25         1.01E-24        0.00E+00
2731.74         1.00E-24        0.00E+00
2732.24         9.99E-25        0.00E+00
2732.73         9.94E-25        0.00E+00
2733.23         9.90E-25        0.00E+00
2733.72         9.87E-25        0.00E+00
2734.22         9.85E-25        0.00E+00
2734.72         9.82E-25        0.00E+00
2735.21         9.78E-25        0.00E+00
2735.71         9.74E-25        0.00E+00
2736.20         9.76E-25        0.00E+00
2736.70         9.78E-25        0.00E+00
2737.19         9.85E-25        0.00E+00
2737.69         9.92E-25        0.00E+00
2738.18         9.95E-25        0.00E+00
2738.68         9.94E-25        0.00E+00
2739.18         9.94E-25        0.00E+00
2739.67         9.93E-25        0.00E+00
2740.17         9.91E-25        0.00E+00
2740.66         9.85E-25        0.00E+00
2741.16         9.78E-25        0.00E+00
2741.65         9.72E-25        0.00E+00
2742.15         9.66E-25        0.00E+00
2742.64         9.60E-25        0.00E+00
2743.14         9.54E-25        0.00E+00
2743.64         9.48E-25        0.00E+00
2744.13         9.42E-25        0.00E+00
2744.63         9.36E-25        0.00E+00
2745.12         9.32E-25        0.00E+00
2745.62         9.29E-25        0.00E+00
2746.11         9.26E-25        0.00E+00
2746.61         9.22E-25        0.00E+00
2747.11         9.19E-25        0.00E+00
2747.60         9.17E-25        0.00E+00
2748.10         9.16E-25        0.00E+00
2748.59         9.12E-25        0.00E+00
2749.09         9.09E-25        0.00E+00
2749.58         9.06E-25        0.00E+00
2750.08         9.04E-25        0.00E+00
2750.57         9.02E-25        0.00E+00
2751.07         9.00E-25        0.00E+00
2751.57         8.98E-25        0.00E+00
2752.06         8.97E-25        0.00E+00
2752.56         8.97E-25        0.00E+00
2753.05         8.94E-25        0.00E+00
2753.55         8.92E-25        0.00E+00
2754.04         8.88E-25        0.00E+00
2754.54         8.84E-25        0.00E+00
2755.03         8.80E-25        0.00E+00
2755.53         8.75E-25        0.00E+00
2756.03         8.69E-25        0.00E+00
2756.52         8.66E-25        0.00E+00
2757.02         8.63E-25        0.00E+00
2757.51         8.60E-25        0.00E+00
2758.01         8.58E-25        0.00E+00
2758.50         8.57E-25        0.00E+00
2759.00         8.57E-25        0.00E+00
2759.50         8.57E-25        0.00E+00
2759.99         8.55E-25        0.00E+00
2760.49         8.53E-25        0.00E+00
2760.98         8.55E-25        0.00E+00
2761.48         8.57E-25        0.00E+00
2761.97         8.58E-25        0.00E+00
2762.47         8.57E-25        0.00E+00
2762.96         8.56E-25        0.00E+00
2763.46         8.52E-25        0.00E+00
2763.96         8.49E-25        0.00E+00
2764.45         8.45E-25        0.00E+00
2764.95         8.42E-25        0.00E+00
2765.44         8.41E-25        0.00E+00
2765.94         8.40E-25        0.00E+00
2766.43         8.37E-25        0.00E+00
2766.93         8.34E-25        0.00E+00
2767.43         8.31E-25        0.00E+00
2767.92         8.29E-25        0.00E+00
2768.42         8.27E-25        0.00E+00
2768.91         8.25E-25        0.00E+00
2769.41         8.23E-25        0.00E+00
2769.90         8.24E-25        0.00E+00
2770.40         8.25E-25        0.00E+00
2770.89         8.26E-25        0.00E+00
2771.39         8.27E-25        0.00E+00
2771.89         8.26E-25        0.00E+00
2772.38         8.22E-25        0.00E+00
2772.88         8.19E-25        0.00E+00
2773.37         8.19E-25        0.00E+00
2773.87         8.18E-25        0.00E+00
2774.36         8.14E-25        0.00E+00
2774.86         8.10E-25        0.00E+00
2775.35         8.08E-25        0.00E+00
2775.85         8.08E-25        0.00E+00
2776.35         8.07E-25        0.00E+00
2776.84         8.02E-25        0.00E+00
2777.34         7.98E-25        0.00E+00
2777.83         7.95E-25        0.00E+00
2778.33         7.92E-25        0.00E+00
2778.82         7.91E-25        0.00E+00
2779.32         7.90E-25        0.00E+00
2779.82         7.89E-25        0.00E+00
2780.31         7.89E-25        0.00E+00
2780.81         7.88E-25        0.00E+00
2781.30         7.85E-25        0.00E+00
2781.80         7.81E-25        0.00E+00
2782.29         7.84E-25        0.00E+00
2782.79         7.86E-25        0.00E+00
2783.28         7.83E-25        0.00E+00
2783.78         7.79E-25        0.00E+00
2784.28         7.75E-25        0.00E+00
2784.77         7.72E-25        0.00E+00
2785.27         7.69E-25        0.00E+00
2785.76         7.68E-25        0.00E+00
2786.26         7.67E-25        0.00E+00
2786.75         7.67E-25        0.00E+00
2787.25         7.66E-25        0.00E+00
2787.74         7.65E-25        0.00E+00
2788.24         7.63E-25        0.00E+00
2788.74         7.61E-25        0.00E+00
2789.23         7.60E-25        0.00E+00
2789.73         7.59E-25        0.00E+00
2790.22         7.57E-25        0.00E+00
2790.72         7.55E-25        0.00E+00
2791.21         7.52E-25        0.00E+00
2791.71         7.49E-25        0.00E+00
2792.21         7.49E-25        0.00E+00
2792.70         7.49E-25        0.00E+00
2793.20         7.48E-25        0.00E+00
2793.69         7.46E-25        0.00E+00
2794.19         7.44E-25        0.00E+00
2794.68         7.47E-25        0.00E+00
2795.18         7.49E-25        0.00E+00
2795.67         7.49E-25        0.00E+00
2796.17         7.49E-25        0.00E+00
2796.67         7.48E-25        0.00E+00
2797.16         7.46E-25        0.00E+00
2797.66         7.44E-25        0.00E+00
2798.15         7.41E-25        0.00E+00
2798.65         7.39E-25        0.00E+00
2799.14         7.34E-25        0.00E+00
2799.64         7.30E-25        0.00E+00
2800.14         7.29E-25        0.00E+00
2800.63         7.28E-25        0.00E+00
2801.13         7.26E-25        0.00E+00
2801.62         7.24E-25        0.00E+00
2802.12         7.21E-25        0.00E+00
2802.61         7.17E-25        0.00E+00
2803.11         7.13E-25        0.00E+00
2803.60         7.09E-25        0.00E+00
2804.10         7.05E-25        0.00E+00
2804.60         7.03E-25        0.00E+00
2805.09         7.01E-25        0.00E+00
2805.59         6.99E-25        0.00E+00
2806.08         6.96E-25        0.00E+00
2806.58         6.94E-25        0.00E+00
2807.07         6.95E-25        0.00E+00
2807.57         6.94E-25        0.00E+00
2808.06         6.91E-25        0.00E+00
2808.56         6.87E-25        0.00E+00
2809.06         6.84E-25        0.00E+00
2809.55         6.82E-25        0.00E+00
2810.05         6.81E-25        0.00E+00
2810.54         6.81E-25        0.00E+00
2811.04         6.80E-25        0.00E+00
2811.53         6.79E-25        0.00E+00
2812.03         6.77E-25        0.00E+00
2812.53         6.77E-25        0.00E+00
2813.02         6.77E-25        0.00E+00
2813.52         6.72E-25        0.00E+00
2814.01         6.67E-25        0.00E+00
2814.51         6.64E-25        0.00E+00
2815.00         6.61E-25        0.00E+00
2815.50         6.57E-25        0.00E+00
2815.99         6.52E-25        0.00E+00
2816.49         6.46E-25        0.00E+00
2816.99         6.44E-25        0.00E+00
2817.48         6.41E-25        0.00E+00
2817.98         6.39E-25        0.00E+00
2818.47         6.36E-25        0.00E+00
2818.97         6.34E-25        0.00E+00
2819.46         6.31E-25        0.00E+00
2819.96         6.30E-25        0.00E+00
2820.46         6.29E-25        0.00E+00
2820.95         6.28E-25        0.00E+00
2821.45         6.25E-25        0.00E+00
2821.94         6.21E-25        0.00E+00
2822.44         6.20E-25        0.00E+00
2822.93         6.19E-25        0.00E+00
2823.43         6.17E-25        0.00E+00
2823.92         6.14E-25        0.00E+00
2824.42         6.12E-25        0.00E+00
2824.92         6.09E-25        0.00E+00
2825.41         6.06E-25        0.00E+00
2825.91         6.04E-25        0.00E+00
2826.40         6.03E-25        0.00E+00
2826.90         6.02E-25        0.00E+00
2827.39         6.02E-25        0.00E+00
2827.89         6.01E-25        0.00E+00
2828.38         5.98E-25        0.00E+00
2828.88         5.96E-25        0.00E+00
2829.38         5.95E-25        0.00E+00
2829.87         5.93E-25        0.00E+00
2830.37         5.91E-25        0.00E+00
2830.86         5.89E-25        0.00E+00
2831.36         5.87E-25        0.00E+00
2831.85         5.85E-25        0.00E+00
2832.35         5.85E-25        0.00E+00
2832.85         5.84E-25        0.00E+00
2833.34         5.83E-25        0.00E+00
2833.84         5.81E-25        0.00E+00
2834.33         5.79E-25        0.00E+00
2834.83         5.79E-25        0.00E+00
2835.32         5.80E-25        0.00E+00
2835.82         5.77E-25        0.00E+00
2836.31         5.74E-25        0.00E+00
2836.81         5.70E-25        0.00E+00
2837.31         5.67E-25        0.00E+00
2837.80         5.64E-25        0.00E+00
2838.30         5.63E-25        0.00E+00
2838.79         5.61E-25        0.00E+00
2839.29         5.59E-25        0.00E+00
2839.78         5.56E-25        0.00E+00
2840.28         5.55E-25        0.00E+00
2840.77         5.53E-25        0.00E+00
2841.27         5.50E-25        0.00E+00
2841.77         5.47E-25        0.00E+00
2842.26         5.44E-25        0.00E+00
2842.76         5.43E-25        0.00E+00
2843.25         5.42E-25        0.00E+00
2843.75         5.40E-25        0.00E+00
2844.24         5.39E-25        0.00E+00
2844.74         5.40E-25        0.00E+00
2845.24         5.41E-25        0.00E+00
2845.73         5.40E-25        0.00E+00
2846.23         5.39E-25        0.00E+00
2846.72         5.37E-25        0.00E+00
2847.22         5.35E-25        0.00E+00
2847.71         5.32E-25        0.00E+00
2848.21         5.31E-25        0.00E+00
2848.70         5.29E-25        0.00E+00
2849.20         5.29E-25        0.00E+00
2849.70         5.30E-25        0.00E+00
2850.19         5.27E-25        0.00E+00
2850.69         5.23E-25        0.00E+00
2851.18         5.23E-25        0.00E+00
2851.68         5.24E-25        0.00E+00
2852.17         5.23E-25        0.00E+00
2852.67         5.20E-25        0.00E+00
2853.17         5.17E-25        0.00E+00
2853.66         5.17E-25        0.00E+00
2854.16         5.16E-25        0.00E+00
2854.65         5.17E-25        0.00E+00
2855.15         5.17E-25        0.00E+00
2855.64         5.18E-25        0.00E+00
2856.14         5.19E-25        0.00E+00
2856.63         5.18E-25        0.00E+00
2857.13         5.16E-25        0.00E+00
2857.63         5.14E-25        0.00E+00
2858.12         5.11E-25        0.00E+00
2858.62         5.09E-25        0.00E+00
2859.11         5.09E-25        0.00E+00
2859.61         5.09E-25        0.00E+00
2860.10         5.07E-25        0.00E+00
2860.60         5.05E-25        0.00E+00
2861.09         5.04E-25        0.00E+00
2861.59         5.05E-25        0.00E+00
2862.09         5.05E-25        0.00E+00
2862.58         5.04E-25        0.00E+00
2863.08         5.03E-25        0.00E+00
2863.57         5.01E-25        0.00E+00
2864.07         5.00E-25        0.00E+00
2864.56         4.97E-25        0.00E+00
2865.06         4.95E-25        0.00E+00
2865.56         4.95E-25        0.00E+00
2866.05         4.96E-25        0.00E+00
2866.55         4.97E-25        0.00E+00
2867.04         4.96E-25        0.00E+00
2867.54         4.94E-25        0.00E+00
2868.03         4.94E-25        0.00E+00
2868.53         4.93E-25        0.00E+00
2869.02         4.91E-25        0.00E+00
2869.52         4.89E-25        0.00E+00
2870.02         4.89E-25        0.00E+00
2870.51         4.91E-25        0.00E+00
2871.01         4.91E-25        0.00E+00
2871.50         4.89E-25        0.00E+00
2872.00         4.87E-25        0.00E+00
2872.49         4.87E-25        0.00E+00
2872.99         4.87E-25        0.00E+00
2873.49         4.88E-25        0.00E+00
2873.98         4.90E-25        0.00E+00
2874.48         4.88E-25        0.00E+00
2874.97         4.85E-25        0.00E+00
2875.47         4.84E-25        0.00E+00
2875.96         4.85E-25        0.00E+00
2876.46         4.86E-25        0.00E+00
2876.95         4.85E-25        0.00E+00
2877.45         4.85E-25        0.00E+00
2877.95         4.86E-25        0.00E+00
2878.44         4.87E-25        0.00E+00
2878.94         4.88E-25        0.00E+00
2879.43         4.87E-25        0.00E+00
2879.93         4.87E-25        0.00E+00
2880.42         4.86E-25        0.00E+00
2880.92         4.87E-25        0.00E+00
2881.41         4.89E-25        0.00E+00
2881.91         4.92E-25        0.00E+00
2882.41         4.94E-25        0.00E+00
2882.90         4.96E-25        0.00E+00
2883.40         4.98E-25        0.00E+00
2883.89         5.00E-25        0.00E+00
2884.39         5.02E-25        0.00E+00
2884.88         5.04E-25        0.00E+00
2885.38         5.07E-25        0.00E+00
2885.88         5.13E-25        0.00E+00
2886.37         5.18E-25        0.00E+00
2886.87         5.24E-25        0.00E+00
2887.36         5.30E-25        0.00E+00
2887.86         5.31E-25        0.00E+00
2888.35         5.32E-25        0.00E+00
2888.85         5.31E-25        0.00E+00
2889.34         5.30E-25        0.00E+00
