0 Branching ratio for CS2       Total        1 branches    
Lambda          Total           CS/S
2159.32         8.84E-19        8.84E-19
2159.81         7.41E-19        7.41E-19
2160.31         6.05E-19        6.05E-19
2160.80         5.25E-19        5.25E-19
2161.30         4.89E-19        4.89E-19
2161.79         5.49E-19        5.49E-19
2162.29         4.45E-19        4.45E-19
2162.78         3.82E-19        3.82E-19
2163.28         4.12E-19        4.12E-19
2163.78         3.73E-19        3.73E-19
2164.27         3.54E-19        3.54E-19
2164.77         3.23E-19        3.23E-19
2165.26         3.09E-19        3.09E-19
2165.76         3.12E-19        3.12E-19
2166.25         3.42E-19        3.42E-19
2166.75         2.94E-19        2.94E-19
2167.24         2.54E-19        2.54E-19
2167.74         3.21E-19        3.21E-19
2168.24         3.04E-19        3.04E-19
2168.73         2.62E-19        2.62E-19
2169.23         2.96E-19        2.96E-19
2169.72         2.58E-19        2.58E-19
2170.22         2.21E-19        2.21E-19
2170.71         1.90E-19        1.90E-19
2171.21         2.37E-19        2.37E-19
2171.71         2.17E-19        2.17E-19
2172.20         2.05E-19        2.05E-19
2172.70         2.67E-19        2.67E-19
2173.19         3.40E-19        3.40E-19
2173.69         2.78E-19        2.78E-19
2174.18         2.51E-19        2.51E-19
2174.68         2.90E-19        2.90E-19
2175.17         4.15E-19        4.15E-19
2175.67         4.42E-19        4.42E-19
2176.17         4.53E-19        4.53E-19
2176.66         4.09E-19        4.09E-19
2177.16         3.86E-19        3.86E-19
2177.65         4.04E-19        4.04E-19
2178.15         3.03E-19        3.03E-19
2178.64         2.61E-19        2.61E-19
2179.14         2.64E-19        2.64E-19
2179.64         2.53E-19        2.53E-19
2180.13         2.71E-19        2.71E-19
2180.63         2.67E-19        2.67E-19
2181.12         2.09E-19        2.09E-19
2181.62         1.71E-19        1.71E-19
2182.11         1.33E-19        1.33E-19
2182.61         1.06E-19        1.06E-19
2183.10         9.32E-20        9.32E-20
2183.60         9.92E-20        9.92E-20
2184.10         1.16E-19        1.16E-19
2184.59         1.65E-19        1.65E-19
2185.09         1.40E-19        1.40E-19
2185.58         1.15E-19        1.15E-19
2186.08         1.27E-19        1.27E-19
2186.57         1.16E-19        1.16E-19
2187.07         1.02E-19        1.02E-19
2187.56         1.00E-19        1.00E-19
2188.06         8.15E-20        8.15E-20
2188.56         6.83E-20        6.83E-20
2189.05         6.51E-20        6.51E-20
2189.55         9.46E-20        9.46E-20
2190.04         8.92E-20        8.92E-20
2190.54         1.03E-19        1.03E-19
2191.03         8.53E-20        8.53E-20
2191.53         6.72E-20        6.72E-20
2192.03         6.27E-20        6.27E-20
2192.52         1.04E-19        1.04E-19
2193.02         1.26E-19        1.26E-19
2193.51         1.02E-19        1.02E-19
2194.01         8.97E-20        8.97E-20
2194.50         8.30E-20        8.30E-20
2195.00         9.91E-20        9.91E-20
2195.49         9.38E-20        9.38E-20
2195.99         1.36E-19        1.36E-19
2196.49         1.43E-19        1.43E-19
2196.98         1.14E-19        1.14E-19
2197.48         1.15E-19        1.15E-19
2197.97         1.42E-19        1.42E-19
2198.47         1.18E-19        1.18E-19
2198.96         8.43E-20        8.43E-20
2199.46         7.29E-20        7.29E-20
2199.95         7.69E-20        7.69E-20
2200.45         7.38E-20        7.38E-20
2200.95         6.31E-20        6.31E-20
2201.44         4.92E-20        4.92E-20
2201.94         5.20E-20        5.20E-20
2202.43         5.01E-20        5.01E-20
2202.93         4.34E-20        4.34E-20
2203.42         4.03E-20        4.03E-20
2203.92         3.29E-20        3.29E-20
2204.42         2.87E-20        2.87E-20
2204.91         3.04E-20        3.04E-20
2205.41         3.92E-20        3.92E-20
2205.90         4.97E-20        4.97E-20
2206.40         4.49E-20        4.49E-20
2206.89         3.68E-20        3.68E-20
2207.39         3.41E-20        3.41E-20
2207.88         3.44E-20        3.44E-20
2208.38         4.40E-20        4.40E-20
2208.88         3.97E-20        3.97E-20
2209.37         3.01E-20        3.01E-20
2209.87         2.48E-20        2.48E-20
2210.36         2.42E-20        2.42E-20
2210.86         2.26E-20        2.26E-20
2211.35         2.16E-20        2.16E-20
2211.85         1.90E-20        1.90E-20
2212.35         2.10E-20        2.10E-20
2212.84         1.93E-20        1.93E-20
2213.34         2.24E-20        2.24E-20
2213.83         2.45E-20        2.45E-20
2214.33         3.87E-20        3.87E-20
2214.82         3.54E-20        3.54E-20
2215.32         3.60E-20        3.60E-20
2215.81         3.61E-20        3.61E-20
2216.31         3.61E-20        3.61E-20
2216.81         3.81E-20        3.81E-20
2217.30         3.43E-20        3.43E-20
2217.80         2.77E-20        2.77E-20
2218.29         2.36E-20        2.36E-20
2218.79         3.64E-20        3.64E-20
2219.28         3.99E-20        3.99E-20
2219.78         2.98E-20        2.98E-20
2220.27         2.96E-20        2.96E-20
2220.77         2.26E-20        2.26E-20
2221.27         1.89E-20        1.89E-20
2221.76         1.45E-20        1.45E-20
2222.26         1.16E-20        1.16E-20
2222.75         1.07E-20        1.07E-20
2223.25         1.11E-20        1.11E-20
2223.74         1.24E-20        1.24E-20
2224.24         1.24E-20        1.24E-20
2224.74         1.61E-20        1.61E-20
2225.23         1.36E-20        1.36E-20
2225.73         1.27E-20        1.27E-20
2226.22         1.23E-20        1.23E-20
2226.72         1.27E-20        1.27E-20
2227.21         1.21E-20        1.21E-20
2227.71         1.07E-20        1.07E-20
2228.20         8.36E-21        8.36E-21
2228.70         8.26E-21        8.26E-21
2229.20         1.07E-20        1.07E-20
2229.69         1.00E-20        1.00E-20
2230.19         8.59E-21        8.59E-21
2230.68         1.02E-20        1.02E-20
2231.18         1.16E-20        1.16E-20
2231.67         9.58E-21        9.58E-21
2232.17         7.82E-21        7.82E-21
2232.67         6.44E-21        6.44E-21
2233.16         9.26E-21        9.26E-21
2233.66         8.19E-21        8.19E-21
2234.15         7.72E-21        7.72E-21
2234.65         7.83E-21        7.83E-21
2235.14         6.34E-21        6.34E-21
2235.64         5.22E-21        5.22E-21
2236.13         5.93E-21        5.93E-21
2236.63         9.57E-21        9.57E-21
2237.13         1.04E-20        1.04E-20
2237.62         1.49E-20        1.49E-20
2238.12         1.17E-20        1.17E-20
2238.61         1.25E-20        1.25E-20
2239.11         1.01E-20        1.01E-20
2239.60         7.92E-21        7.92E-21
2240.10         1.00E-20        1.00E-20
2240.59         7.55E-21        7.55E-21
2241.09         5.77E-21        5.77E-21
2241.59         4.81E-21        4.81E-21
2242.08         4.48E-21        4.48E-21
2242.58         4.14E-21        4.14E-21
2243.07         4.03E-21        4.03E-21
2243.57         4.42E-21        4.42E-21
2244.06         3.75E-21        3.75E-21
2244.56         3.65E-21        3.65E-21
2245.06         3.12E-21        3.12E-21
2245.55         2.86E-21        2.86E-21
2246.05         3.68E-21        3.68E-21
2246.54         4.45E-21        4.45E-21
2247.04         4.49E-21        4.49E-21
2247.53         4.75E-21        4.75E-21
2248.03         4.45E-21        4.45E-21
2248.52         3.62E-21        3.62E-21
2249.02         4.69E-21        4.69E-21
2249.52         4.01E-21        4.01E-21
2250.01         4.16E-21        4.16E-21
2250.51         3.55E-21        3.55E-21
2251.00         3.61E-21        3.61E-21
2251.50         2.37E-21        2.37E-21
2251.99         1.99E-21        1.99E-21
2252.49         1.73E-21        1.73E-21
2252.98         1.91E-21        1.91E-21
2253.48         1.71E-21        1.71E-21
2253.98         1.39E-21        1.39E-21
2254.47         8.86E-22        8.86E-22
2254.97         1.12E-21        1.12E-21
2255.46         3.11E-21        3.11E-21
2255.96         3.64E-21        3.64E-21
2256.45         2.81E-21        2.81E-21
2256.95         3.15E-21        3.15E-21
2257.45         2.66E-21        2.66E-21
2257.94         2.63E-21        2.63E-21
2258.44         2.70E-21        2.70E-21
2258.93         2.49E-21        2.49E-21
2259.43         1.67E-21        1.67E-21
2259.92         1.73E-21        1.73E-21
2260.42         3.31E-21        3.31E-21
2260.91         3.33E-21        3.33E-21
2261.41         2.80E-21        2.80E-21
2261.91         2.46E-21        2.46E-21
2262.40         1.99E-21        1.99E-21
2262.90         2.01E-21        2.01E-21
2263.39         1.88E-21        1.88E-21
2263.89         1.39E-21        1.39E-21
2264.38         1.17E-21        1.17E-21
2264.88         1.17E-21        1.17E-21
2265.38         1.31E-21        1.31E-21
2265.87         7.58E-22        7.58E-22
2266.37         8.21E-22        8.21E-22
2266.86         7.77E-22        7.77E-22
2267.36         9.39E-22        9.39E-22
2267.85         1.45E-21        1.45E-21
2268.35         1.50E-21        1.50E-21
2268.84         1.37E-21        1.37E-21
2269.34         1.04E-21        1.04E-21
2269.84         1.11E-21        1.11E-21
2270.33         8.74E-22        8.74E-22
2270.83         1.00E-21        1.00E-21
2271.32         6.79E-22        6.79E-22
2271.82         8.65E-22        8.65E-22
2272.31         8.37E-22        8.37E-22
2272.81         1.12E-21        1.12E-21
2273.30         8.65E-22        8.65E-22
2273.80         1.14E-21        1.14E-21
2274.30         9.39E-22        9.39E-22
2274.79         6.41E-22        6.41E-22
2275.29         1.39E-21        1.39E-21
2275.78         1.54E-21        1.54E-21
2276.28         4.72E-22        4.72E-22
2276.77         1.04E-21        1.04E-21
2277.27         4.71E-22        4.71E-22
2277.77         6.13E-22        6.13E-22
2278.26         3.53E-22        3.53E-22
2278.76         8.32E-22        8.32E-22
2279.25         9.43E-22        9.43E-22
2279.75         1.25E-21        1.25E-21
2280.24         1.39E-21        1.39E-21
2280.74         1.02E-21        1.02E-21
2281.23         1.00E-21        1.00E-21
2281.73         4.87E-22        4.87E-22
2282.23         9.08E-22        9.08E-22
2282.72         8.11E-22        8.11E-22
2283.22         5.60E-22        5.60E-22
2283.71         8.30E-22        8.30E-22
2284.21         7.28E-22        7.28E-22
2284.70         4.08E-22        4.08E-22
2285.20         2.71E-22        2.71E-22
2285.69         4.69E-22        4.69E-22
2286.19         6.36E-22        6.36E-22
2286.69         1.97E-22        1.97E-22
2287.18         5.11E-22        5.11E-22
2287.68         5.94E-22        5.94E-22
2288.17         3.52E-22        3.52E-22
2288.67         3.33E-22        3.33E-22
2289.16         9.62E-22        9.62E-22
2289.66         3.18E-22        3.18E-22
2290.16         6.73E-22        6.73E-22
2290.65         4.39E-22        4.39E-22
2291.15         3.52E-22        3.52E-22
2291.64         1.21E-22        1.21E-22
2292.14         4.62E-22        4.62E-22
2292.63         4.75E-22        4.75E-22
2293.13         8.06E-22        8.06E-22
2293.62         8.14E-22        8.14E-22
2294.12         2.26E-22        2.26E-22
2294.62         3.68E-22        3.68E-22
2295.11         2.54E-22        2.54E-22
2295.61         3.52E-22        3.52E-22
2296.10         3.87E-22        3.87E-22
2296.60         1.48E-22        1.48E-22
2297.09         1.17E-22        1.17E-22
2297.59         4.51E-22        4.51E-22
2298.09         1.17E-22        1.17E-22
2298.58         4.83E-22        4.83E-22
2299.08         4.69E-22        4.69E-22
2299.57         2.98E-22        2.98E-22
2300.07         3.60E-22        3.60E-22
2300.56         5.69E-22        5.69E-22
2301.06         3.98E-22        3.98E-22
2301.55         2.89E-22        2.89E-22
2302.05         3.35E-22        3.35E-22
2302.55         4.24E-22        4.24E-22
2303.04         4.16E-22        4.16E-22
2303.54         5.65E-22        5.65E-22
2304.03         7.04E-22        7.04E-22
2304.53         2.34E-22        2.34E-22
2305.02         1.49E-22        1.49E-22
2305.52         2.74E-22        2.74E-22
2306.01         5.14E-22        5.14E-22
2306.51         1.76E-22        1.76E-22
2307.01         3.62E-22        3.62E-22
2307.50         2.89E-22        2.89E-22
2308.00         2.40E-22        2.40E-22
2308.49         1.24E-22        1.24E-22
2308.99         4.26E-22        4.26E-22
2309.48         1.64E-22        1.64E-22
2309.98         3.35E-22        3.35E-22
2310.48         4.43E-22        4.43E-22
2310.97         3.52E-22        3.52E-22
2311.47         1.46E-22        1.46E-22
2311.96         3.66E-22        3.66E-22
2312.46         2.34E-22        2.34E-22
2312.95         3.57E-22        3.57E-22
2313.45         2.63E-22        2.63E-22
2313.94         3.53E-22        3.53E-22
2314.44         6.59E-22        6.59E-22
2314.94         3.82E-22        3.82E-22
2315.43         2.34E-22        2.34E-22
2315.93         1.25E-22        1.25E-22
2316.42         3.52E-22        3.52E-22
2316.92         3.15E-22        3.15E-22
2317.41         1.30E-22        1.30E-22
2317.91         2.58E-22        2.58E-22
2318.41         3.49E-22        3.49E-22
2318.90         4.15E-22        4.15E-22
2319.40         2.10E-22        2.10E-22
2319.89         5.59E-22        5.59E-22
2320.39         2.30E-22        2.30E-22
2320.88         1.60E-22        1.60E-22
2321.38         4.50E-22        4.50E-22
2321.87         3.11E-22        3.11E-22
2322.37         2.43E-22        2.43E-22
2322.87         2.44E-22        2.44E-22
2323.36         1.79E-22        1.79E-22
2323.86         1.45E-22        1.45E-22
2324.35         2.34E-22        2.34E-22
2324.85         1.17E-22        1.17E-22
2325.34         7.00E-22        7.00E-22
2325.84         6.09E-22        6.09E-22
2326.33         1.24E-22        1.24E-22
2326.83         2.34E-22        2.34E-22
2327.33         3.64E-22        3.64E-22
2327.82         4.69E-22        4.69E-22
2328.32         4.69E-22        4.69E-22
2328.81         4.50E-22        4.50E-22
2329.31         1.93E-22        1.93E-22
2329.80         3.27E-22        3.27E-22
2330.30         1.85E-22        1.85E-22
2330.80         2.08E-22        2.08E-22
2331.29         1.23E-22        1.23E-22
2331.79         4.46E-22        4.46E-22
2332.28         4.26E-22        4.26E-22
2332.78         2.48E-22        2.48E-22
2333.27         2.81E-22        2.81E-22
2333.77         1.56E-22        1.56E-22
2334.26         2.10E-22        2.10E-22
2334.76         9.38E-22        9.38E-22
2335.26         2.53E-22        2.53E-22
2335.75         1.94E-22        1.94E-22
2336.25         1.17E-22        1.17E-22
2336.74         2.67E-22        2.67E-22
2337.24         1.48E-22        1.48E-22
2337.73         3.40E-22        3.40E-22
2338.23         3.40E-22        3.40E-22
2338.72         2.11E-22        2.11E-22
2339.22         3.52E-22        3.52E-22
2339.72         1.70E-22        1.70E-22
2340.21         1.29E-22        1.29E-22
2340.71         1.55E-22        1.55E-22
2341.20         2.04E-22        2.04E-22
2341.70         1.55E-22        1.55E-22
2342.19         1.17E-22        1.17E-22
2342.69         1.17E-22        1.17E-22
